"RecordIDS","AverageConsistency","Title-Consistency","Title-Values"
"MB_64661+WDC_35723","0.0","0.0","{Homage to Maria Callas. Favorite Opera Arias|Homage to Maria Callas}"
"MB_78682+spy_18107","1.0","1.0","{stages|stages}"
"MB_46407+spy_17326","1.0","1.0","{Alta suciedad|Alta Suciedad}"
"MB_63641+WDC_16732","1.0","1.0","{Love Lounge|Love Lounge}"
"MB_67946+WDC_32806","1.0","1.0","{Nanoscopic Scales|Nanoscopic Scales}"
"MB_31680+WDC_10232+WDC_10598+WDC_6744","1.0","1.0","{Can’t Get Enough|Can't Get Enough|Can't Get Enough|Can't Get Enough}"
"MB_13782+WDC_37749","1.0","1.0","{Visions From the Spiral Generator|Visions From The Spiral Generator}"
"MB_5307+WDC_24434+WDC_6078","1.0","1.0","{The Cup Bearers|The Cup Bearers|The Cup Bearers}"
"MB_65292+WDC_21141+WDC_38734","1.0","1.0","{The 18th Letter|The 18th Letter|The 18th Letter}"
"MB_8183+WDC_1024+WDC_25013+WDC_44587","1.0","1.0","{Oh! My Spine|Oh! My Spine|Oh! My Spine|Oh! My Spine}"
"MB_27891+WDC_13175+WDC_18993+WDC_2096+WDC_23504+WDC_25590+WDC_26574+WDC_39221+WDC_42159+WDC_42646+WDC_8358","1.0","1.0","{Mala|Mala|Mala|Mala|Mala|Mala|Mala|Mala|Mala|Mala|Mala}"
"MB_37682+WDC_26353+WDC_30506","1.0","1.0","{Música + alma + sexo|Música + Alma + Sexo|Música + Alma + Sexo}"
"MB_43657+MB_43661+spy_897","1.0","1.0","{Southside|Southside|Southside}"
"MB_11992+spy_19392","1.0","1.0","{La rubia (remix 2)|La Rubia (Remix 2)}"
"MB_62733+WDC_13141+WDC_24417+WDC_44051","1.0","1.0","{Utopia Banished|Utopia Banished|Utopia Banished|Utopia Banished}"
"MB_5138+spy_10630","1.0","1.0","{Menage A Trois|Menage A Trois}"
"MB_51157+WDC_10948","1.0","1.0","{Chanting the Chakras|Chanting the Chakras}"
"WDC_42958+spy_4520","1.0","1.0","{My Cherie Amour|My Cherie Amour}"
"MB_74554+WDC_12015+WDC_41208","0.6666666666666666","0.6666666666666666","{La Bella Mafia|La Bella Mafia (Explicit)|La Bella Mafia (Explicit)}"
"MB_74854+WDC_43695","1.0","1.0","{Sidewalk Stories|Sidewalk Stories}"
"MB_37426+WDC_27893","0.0","0.0","{Spend the Night|Spend The Night (U.S. Version)}"
"MB_72461+WDC_556","1.0","1.0","{Nothing's Lost|Nothing's Lost}"
"MB_21783+WDC_11445","1.0","1.0","{The Crossing|The Crossing}"
"MB_25879+spy_11747","1.0","1.0","{Shila Amzah|Shila Amzah}"
"MB_64711+WDC_22314","1.0","1.0","{Lunch With Chet|Lunch With Chet}"
"MB_61094+WDC_8650","1.0","1.0","{Revenge of the Killer Slits|Revenge Of The Killer Slits}"
"MB_29604+WDC_4949","0.0","0.0","{Queens and Kings|Queens and Kings (Explicit)}"
"MB_9285+WDC_16112","1.0","1.0","{Gringos Locos|Gringos Locos}"
"MB_33414+WDC_4242","0.0","0.0","{My Special Angel / Standing at the End of My World|My Special Angel}"
"MB_48545+WDC_10641+WDC_24503+WDC_34266+WDC_37479+WDC_41685","1.0","1.0","{Follow the Leader|Follow The Leader|Follow The Leader|Follow The Leader|Follow The Leader|Follow The Leader}"
"MB_76056+WDC_12939","1.0","1.0","{Boots|Boots}"
"MB_53029+WDC_16383","1.0","1.0","{A Dream of You|A Dream of You}"
"MB_76744+WDC_35450","1.0","1.0","{Call It Luck|Call It Luck}"
"MB_46128+WDC_30734","1.0","1.0","{Ira Dei|Ira Dei}"
"MB_56096+WDC_17957","1.0","1.0","{Biphasic Response|Biphasic Response}"
"MB_38226+spy_2227","1.0","1.0","{New Girl|New Girl}"
"MB_9617+WDC_38141","1.0","1.0","{Living Thing|Living Thing}"
"WDC_30375+spy_8139","1.0","1.0","{Eason Chan Duo Concert 2010|Eason Chan Duo Concert 2010}"
"MB_16811+WDC_2281+WDC_23280","0.6666666666666666","0.6666666666666666","{Comin' From Where I'm From, Live & More|Comin' From Where I'm From|Comin' From Where I'm From}"
"MB_35938+WDC_18082","1.0","1.0","{Free Souls|Free Souls}"
"MB_31225+WDC_26285","1.0","1.0","{Sky Like a Broken Clock|Sky Like A Broken Clock}"
"MB_77706+WDC_22446","0.0","0.0","{Boys for Pele|Boys For Pele (Deluxe) (Explicit)}"
"MB_41151+spy_7712","1.0","1.0","{Game of Thrones (Theme from HBO TV Series)|Game of Thrones (Theme From HBO Tv Series)}"
"MB_70792+WDC_31533","1.0","1.0","{Sleepwalking in a Nightmare|Sleepwalking in a Nightmare}"
"MB_12594+WDC_10887+WDC_13451+WDC_20699","1.0","1.0","{Boots No. 2: The Lost Songs, Vol. 1|Boots No. 2: The Lost Songs, Vol. 1|Boots No. 2: The Lost Songs, Vol. 1|Boots No. 2: The Lost Songs, Vol. 1}"
"MB_43359+MB_43360+MB_43361+MB_43362+MB_43364+MB_43365+MB_43366+spy_6647","1.0","1.0","{Stacked|Stacked|Stacked|Stacked|Stacked|Stacked|Stacked|Stacked}"
"MB_66001+spy_483","0.0","0.0","{Ethernize - Ao Vivo|Ethernize - Ao Vivo (Deluxe)}"
"MB_9492+WDC_41440","1.0","1.0","{Live|Live}"
"MB_47910+WDC_34933","1.0","1.0","{Tomorrow’s Daughter|Tomorrow's Daughter}"
"MB_33248+WDC_2655+WDC_6778","1.0","1.0","{Summer Breeze|Summer Breeze|Summer Breeze}"
"MB_79983+spy_5312","1.0","1.0","{Punken|Punken}"
"MB_34784+WDC_26739+WDC_34909","1.0","1.0","{Silesia|Silesia|Silesia}"
"MB_73070+spy_6968","1.0","1.0","{fantasy world|fantasy world}"
"MB_68084+WDC_12254+WDC_139+WDC_15532+WDC_19919+WDC_6387","1.0","1.0","{Mechanical Resonance|Mechanical Resonance|Mechanical Resonance|Mechanical Resonance|Mechanical Resonance|Mechanical Resonance}"
"MB_73587+WDC_42256","1.0","1.0","{Honey|Honey}"
"MB_58494+WDC_15293+WDC_8465","1.0","1.0","{Gore|Gore|Gore}"
"MB_35385+spy_3302","0.0","0.0","{La voz de los '80|La Voz de los '80 (Edición 30 Años)}"
"MB_63681+spy_19267","1.0","1.0","{Just Let It Go|Just Let It Go}"
"MB_25722+WDC_37480","1.0","1.0","{Dances On Wood / Wake Up|Dances On Wood / Wake Up}"
"MB_802+WDC_1248","1.0","1.0","{Summer Dream|Summer Dream}"
"MB_7164+MB_7165+spy_608","1.0","1.0","{Jamie Lawson|Jamie Lawson|Jamie Lawson}"
"MB_41683+WDC_30197","1.0","1.0","{Ich Liebe Dich|Ich liebe Dich}"
"MB_74307+WDC_29843","1.0","1.0","{Silent Treatment|Silent Treatment}"
"MB_26350+WDC_30084","1.0","1.0","{The Enemies EP|The Enemies EP}"
"MB_78843+spy_12511","1.0","1.0","{Jaded Future EP|Jaded Future EP}"
"MB_12401+WDC_12198+WDC_27872+WDC_9299+WDC_9468","1.0","1.0","{Tal Farlow's finest hour|Tal Farlow's Finest Hour|Tal Farlow's Finest Hour|Tal Farlow's Finest Hour|Tal Farlow's Finest Hour}"
"MB_20927+WDC_20880","1.0","1.0","{Begin the Beguine|Begin the Beguine}"
"MB_62813+spy_12952","1.0","1.0","{במה קהל אהבה (Live)|במה קהל אהבה (Live)}"
"MB_24754+spy_12595","1.0","1.0","{Fenomeno|Fenomeno}"
"MB_12291+WDC_19012+WDC_31317+WDC_38263","1.0","1.0","{Psychedelic Jungle|Psychedelic Jungle|Psychedelic Jungle|Psychedelic Jungle}"
"MB_22096+WDC_17715","1.0","1.0","{How to Start a Fire|How To Start A Fire}"
"MB_39576+MB_39577+spy_5207","0.0","0.0","{Canta a Juan Gabriel, volumen 6|Canta a Juan Gabriel, volumen 2|Canta A Juan Gabriel}"
"WDC_10586+WDC_11359+WDC_39139+spy_12591","1.0","1.0","{The Legend Of Blind Joe Death|The Legend Of Blind Joe Death|The Legend Of Blind Joe Death|The Legend Of Blind Joe Death}"
"MB_68537+spy_285","1.0","1.0","{If You Feel|If You Feel}"
"MB_71245+WDC_37002","1.0","1.0","{While You Can|While You Can}"
"MB_41805+spy_9100","1.0","1.0","{Everybody One of a Kind|Everybody One of a Kind}"
"MB_4940+WDC_19455+WDC_29989+WDC_5707","1.0","1.0","{Bad Timing|Bad Timing|Bad Timing|Bad Timing}"
"MB_131+WDC_42580","1.0","1.0","{Still Feel Gone|Still Feel Gone}"
"MB_18647+WDC_18513","1.0","1.0","{Modernistic|Modernistic}"
"MB_55151+spy_15584","1.0","1.0","{Mena|Mena}"
"MB_11911+WDC_12474+WDC_347","0.6666666666666666","0.6666666666666666","{What’s That Sound? Complete Albums Collection|What's That Sound? Complete Albums Collection (2018 Remaster)|What's That Sound? Complete Albums Collection (2018 Remaster)}"
"MB_3612+spy_19998","1.0","1.0","{Animal|Animal}"
"MB_22810+WDC_30654","1.0","1.0","{Mindscraper|Mindscraper}"
"MB_73359+spy_5807","0.0","0.0","{Aviões do Forró, Volume 4|Aviões do Forró, Vol. 4}"
"MB_61293+WDC_26839+WDC_34388","1.0","1.0","{All In|All In|All In}"
"MB_35159+WDC_19543","1.0","1.0","{Mirage|Mirage}"
"MB_13448+WDC_227","0.0","0.0","{Out of the Blue (2021 Deluxe)|Out Of The Blue}"
"MB_43001+WDC_15778","1.0","1.0","{Nothing but a Breeze|Nothing but a Breeze}"
"MB_58126+WDC_1336+WDC_13378+WDC_1556+WDC_25094+WDC_5939","1.0","1.0","{Freaks & Icons|Freaks & Icons|Freaks & Icons|Freaks & Icons|Freaks & Icons|Freaks & Icons}"
"MB_39276+WDC_17640","1.0","1.0","{Cold Snap|Cold Snap}"
"MB_57062+spy_3412","1.0","1.0","{Days Are Gone|Days Are Gone}"
"MB_1586+WDC_20729","1.0","1.0","{So Much for the City|So Much For The City}"
"MB_70533+spy_11836","0.0","0.0","{Det rår vi inte för|Det rår vi inte för (feat. Victor Crone)}"
"MB_45697+spy_19387","1.0","1.0","{My Present|My Present}"
"MB_20835+WDC_34385","0.0","0.0","{Love Over Will|Love over Will (Explicit)}"
"MB_50155+spy_10174","1.0","1.0","{Purple Hearts (Original Soundtrack)|Purple Hearts (Original Soundtrack)}"
"MB_23465+WDC_19054","1.0","1.0","{Wanderlust|Wanderlust}"
"MB_33501+spy_3868","1.0","1.0","{Aku Kamu yang Lain|Aku Kamu Yang Lain}"
"MB_137+WDC_43091+WDC_8947","1.0","1.0","{FlamenKora|Flamenkora|Flamenkora}"
"MB_53463+WDC_18862+WDC_28647+WDC_29487","1.0","1.0","{Blowout Comb|Blowout Comb|Blowout Comb|Blowout Comb}"
"MB_36424+WDC_16979","1.0","1.0","{53|53}"
"MB_11364+WDC_43302","1.0","1.0","{Rosa helikopter|Rosa helikopter}"
"MB_29192+WDC_38091","1.0","1.0","{Vivaldi: The New Four Seasons|Vivaldi: The New Four Seasons}"
"MB_78933+spy_151","1.0","1.0","{Pacific Rose|Pacific Rose}"
"MB_69232+WDC_15179","1.0","1.0","{Bittersweet|Bittersweet}"
"MB_66066+WDC_14457","1.0","1.0","{Forms of Paper|Forms of Paper}"
"MB_23875+spy_3263","1.0","1.0","{2010|2010}"
"MB_63208+spy_19377","1.0","1.0","{Una noche en el castillo|Una noche en el castillo}"
"MB_20992+WDC_36212","1.0","1.0","{There Are But Four Small Faces|There Are But Four Small Faces}"
"MB_24723+MB_24725+spy_10914","1.0","1.0","{Velociraptor!|Velociraptor!|Velociraptor!}"
"MB_43641+WDC_14398","1.0","1.0","{The Sound|The Sound}"
"MB_1665+WDC_10881","1.0","1.0","{Lonesome Traveler|Lonesome Traveler}"
"MB_9783+WDC_5370","1.0","1.0","{Silencios de familia|Silencios de Familia}"
"MB_26505+spy_2204","1.0","1.0","{No Pictures|No Pictures}"
"MB_37851+WDC_35434+WDC_8404","1.0","1.0","{Haze EP|Haze EP|Haze EP}"
"MB_14668+MB_14671+MB_14677+spy_8287","1.0","1.0","{Dangerous: The Double Album|Dangerous: The Double Album|Dangerous: The Double Album|Dangerous: The Double Album}"
"MB_26992+WDC_15039+WDC_21053+WDC_24966+WDC_9982","1.0","1.0","{Heartwork|Heartwork|Heartwork|Heartwork|Heartwork}"
"MB_56533+WDC_26724","0.0","0.0","{Cult of Static|Cult Of Static (Explicit)}"
"MB_43713+WDC_33660","1.0","1.0","{Blanket|Blanket}"
"MB_11160+spy_7254","1.0","1.0","{Electric Landlady|Electric Landlady}"
"MB_77510+WDC_3567","1.0","1.0","{Miss You|Miss You}"
"MB_47430+MB_47435+spy_14955","1.0","1.0","{Selling My Soul|Selling My Soul|Selling My Soul}"
"MB_32717+WDC_17300+WDC_32317+spy_103+spy_99","0.6","0.6","{Tomorrow the Green Grass|Tomorrow The Green Grass (Legacy Edition)|Tomorrow The Green Grass (Legacy Edition)|Tomorrow The Green Grass (Legacy Edition)|Tomorrow The Green Grass}"
"MB_6182+WDC_4565","0.0","0.0","{The Complete Roadrunner Collection 1993-2000|The Complete Roadrunner Collection 1993-2000 (Explicit)}"
"MB_76011+WDC_26180","1.0","1.0","{Liederbuch|Liederbuch}"
"MB_23520+spy_2990","1.0","1.0","{Held & Lykke Med At Komme Hjem|Held & Lykke Med At Komme Hjem}"
"MB_18549+WDC_2027","1.0","1.0","{Rise Of Artificial|Rise Of Artificial}"
"MB_14006+spy_18564","1.0","1.0","{Amore e capoeira|Amore e Capoeira}"
"MB_70244+WDC_38808+WDC_5106","1.0","1.0","{I Hope You Dance|I Hope You Dance|I Hope You Dance}"
"MB_7810+WDC_10327+WDC_10608+WDC_14592+WDC_20455+WDC_6563+WDC_9045","1.0","1.0","{A Little More Personal (Raw)|A Little More Personal (RAW)|A Little More Personal (RAW)|A Little More Personal (RAW)|A Little More Personal (RAW)|A Little More Personal (RAW)|A Little More Personal (RAW)}"
"MB_4115+spy_7380","1.0","1.0","{FATE NUMBER FOR|FATE NUMBER FOR}"
"WDC_8285+spy_7872","1.0","1.0","{Here We Stand|Here We Stand}"
"MB_60692+WDC_28181","1.0","1.0","{Smooth Talk|Smooth Talk}"
"MB_16935+MB_16936+spy_1294","1.0","1.0","{Dirt Bag|Dirt Bag|Dirt Bag}"
"MB_5469+WDC_26798+WDC_8640","1.0","1.0","{Defending the Throne of Evil|Defending the Throne of Evil|Defending the Throne of Evil}"
"MB_50036+WDC_37565","1.0","1.0","{Scope|Scope}"
"MB_2608+MB_2610+spy_10764","1.0","1.0","{Steam|Steam|Steam}"
"MB_17115+WDC_41277+WDC_41734+WDC_9809","1.0","1.0","{Furnaces|Furnaces|Furnaces|Furnaces}"
"MB_798+WDC_34483","1.0","1.0","{Dream Makers|Dream Makers}"
"MB_40742+spy_1755","1.0","1.0","{Thank you, God. For it all.|Thank you, God. For it all.}"
"MB_2779+WDC_11406","0.0","0.0","{Salsa Another Day|Salsa Another Day (Pistas Originales)}"
"MB_22718+WDC_37742+WDC_45191","1.0","1.0","{A Piece of What You Need|A Piece Of What You Need|A Piece Of What You Need}"
"MB_65353+spy_16956","1.0","1.0","{If You Fall|If You Fall}"
"MB_59684+WDC_1821+WDC_33121+WDC_9937","1.0","1.0","{Destination Anywhere|Destination Anywhere|Destination Anywhere|Destination Anywhere}"
"MB_55100+WDC_22215","1.0","1.0","{I Remember Charlie Parker|I Remember Charlie Parker}"
"MB_67920+MB_67922+spy_14340","1.0","1.0","{Expressions|Expressions|Expressions}"
"MB_47853+WDC_1068+WDC_17247+WDC_18740+WDC_30490+WDC_32720","1.0","1.0","{Giants of All Sizes|Giants of All Sizes|Giants of All Sizes|Giants of All Sizes|Giants of All Sizes|Giants of All Sizes}"
"MB_11305+WDC_14524+WDC_19023+WDC_19442+WDC_25337+WDC_27425","1.0","1.0","{Riptide|Riptide|Riptide|Riptide|Riptide|Riptide}"
"MB_59676+spy_15899","0.0","0.0","{Stop the Moment|Stop the Moment (Acoustic) - EP}"
"MB_34729+WDC_4262","1.0","1.0","{Basstard|Basstard}"
"MB_42343+WDC_15824+WDC_18411+WDC_38945","0.5","0.5","{Love Lasts Forever (remixes)|Love Lasts Forever|Love Lasts Forever|Love Lasts Forever (Remixes)}"
"MB_11105+spy_10300","1.0","1.0","{18K|18K}"
"MB_65772+WDC_11713+WDC_12586","1.0","1.0","{Hey, I'm a Ghost|Hey, I'm A Ghost|Hey, I'm A Ghost}"
"MB_19028+spy_14908","1.0","1.0","{Imparables|Imparables}"
"MB_62369+WDC_1958","1.0","1.0","{All Over The Map|All Over The Map}"
"MB_4539+WDC_14937+WDC_37704","1.0","1.0","{Yes Yes Vindictive|Yes Yes Vindictive|Yes Yes Vindictive}"
"MB_59812+WDC_19541","1.0","1.0","{Believe|Believe}"
"MB_53504+spy_10699","1.0","1.0","{OCS: 35 Reasons Why Life Goes on Without You|OCS: 35 Reasons Why Life Goes on Without You}"
"MB_37492+WDC_18803+WDC_4851","1.0","1.0","{True|TRUE|TRUE}"
"MB_15515+WDC_12278","1.0","1.0","{Victoriana|Victoriana}"
"MB_31467+WDC_11438+WDC_11975+WDC_22869+WDC_24187+WDC_33065+WDC_36442+WDC_37731+WDC_44069","0.4444444444444444","0.4444444444444444","{Bang Bang You're Dead|Bang Bang You're Dead (Acoustic Version)|Bang Bang You're Dead (Live at Glasgow)|Bang Bang You're Dead (Acoustic Version)|Bang Bang You're Dead (Acoustic Version)|Bang Bang You're Dead (Acoustic Version)|Bang Bang You're Dead|Bang Bang You're Dead (Live at Glasgow)|Bang Bang You're Dead (Live at Glasgow)}"
"MB_26082+WDC_5736","1.0","1.0","{Lay It Down|Lay It Down}"
"MB_47062+WDC_27280","1.0","1.0","{Laltrove|Laltrove}"
"MB_18892+spy_13801","1.0","1.0","{Selamanya|Selamanya}"
"MB_22515+WDC_17515","1.0","1.0","{A Nod Is as Good as a Wink… To a Blind Horse|A Nod Is As Good As A Wink To A Blind Horse}"
"MB_48785+WDC_25992+WDC_41080","1.0","1.0","{Telecommunication|Telecommunication|Telecommunication}"
"MB_77309+spy_1152","1.0","1.0","{So We Go (Martin Jensen edit)|So We Go (Martin Jensen Edit)}"
"MB_50829+WDC_39764","0.0","0.0","{And Now The Weather (Agus Anois An Aimsir)|And Now the Weather}"
"MB_49108+spy_15272","1.0","1.0","{Boys Like You|Boys Like You}"
"MB_10742+spy_9392","1.0","1.0","{KZ Tandingan|KZ Tandingan}"
"MB_70992+WDC_26334","1.0","1.0","{24/7 Addicted|24/7 Addicted}"
"MB_77873+WDC_14525","1.0","1.0","{Get Out My Head|Get Out My Head}"
"MB_32823+WDC_2482","1.0","1.0","{Anthems of a Degeneration|Anthems of a Degeneration}"
"MB_21968+spy_18649","1.0","1.0","{Skuggor|Skuggor}"
"MB_15174+WDC_43763","0.0","0.0","{I Cry When I Laugh|I Cry When I Laugh (Explicit)}"
"MB_41949+WDC_19507","1.0","1.0","{On the Road Again|On The Road Again}"
"MB_73375+WDC_2399","1.0","1.0","{Reborn|Reborn}"
"MB_49366+spy_6282","1.0","1.0","{Unwritten|Unwritten}"
"MB_58093+WDC_11261+WDC_38668","1.0","1.0","{Departure and Farewell|Departure and Farewell|Departure and Farewell}"
"MB_20241+WDC_5058","1.0","1.0","{Exorcise the Demons|Exorcise The Demons}"
"MB_10897+spy_18364","1.0","1.0","{Papi Goya|Papi Goya}"
"MB_3045+WDC_26851","1.0","1.0","{FRKN PERFECT|FRKN PERFECT}"
"MB_55333+WDC_18848","1.0","1.0","{Inside Yourself|Inside Yourself}"
"MB_53902+MB_53910+spy_9167","1.0","1.0","{OOOUUU|OOOUUU|OOOUUU}"
"MB_9782+WDC_34708","1.0","1.0","{Fan Dance|Fan Dance}"
"WDC_41024+WDC_8341+spy_18324","1.0","1.0","{Ingresso libero (Bertex)|Ingresso libero (Bertex)|Ingresso libero (Bertex)}"
"MB_37904+WDC_11672+WDC_6585","1.0","1.0","{Greatest Hits|Greatest Hits|Greatest Hits}"
"MB_53242+WDC_20452","1.0","1.0","{Black Bach|Black Bach}"
"MB_6342+spy_1780","1.0","1.0","{Meio Acústico (Ao Vivo)|Meio Acústico (Ao Vivo)}"
"MB_58309+spy_5111","1.0","1.0","{Pusselbitar|Pusselbitar}"
"MB_38115+WDC_43658","1.0","1.0","{The Brooklyn Sessions, Vol.1|The Brooklyn Sessions: Vol. 1}"
"MB_29102+WDC_28805","1.0","1.0","{On Tour With Eric Clapton|On Tour With Eric Clapton}"
"MB_29015+WDC_38200","1.0","1.0","{Mount Everest|Mount Everest}"
"MB_4487+MB_4490+spy_6198","1.0","1.0","{Rare Changes|Rare Changes|Rare Changes}"
"MB_14895+spy_7390","1.0","1.0","{SPACE|SPACE}"
"MB_45468+WDC_17190","1.0","1.0","{Aeon|Aeon}"
"MB_51931+WDC_17903","1.0","1.0","{Plead The Fifth|Plead The Fifth}"
"MB_70928+MB_70929+spy_3905","1.0","1.0","{SIDES|SIDES|SIDES}"
"MB_67905+WDC_18354","1.0","1.0","{Queen of Hearts|Queen of Hearts}"
"MB_46725+WDC_25616","1.0","1.0","{The Ultimate Collection|The Ultimate Collection}"
"MB_32141+spy_4144","1.0","1.0","{Sigue y sigue|Sigue Y Sigue}"
"MB_20659+WDC_13900","0.0","0.0","{The Very Best of The Doobie Brothers|The Very Best Of}"
"MB_45513+WDC_32465+WDC_43504","1.0","1.0","{Sign of the Hammer|Sign Of The Hammer|Sign Of The Hammer}"
"MB_69675+MB_69676+MB_69678+spy_5399","1.0","1.0","{Rainbow|Rainbow|Rainbow|Rainbow}"
"MB_44836+WDC_28406+WDC_37234+WDC_37770","1.0","1.0","{Hear Us Say Jesus|Hear Us Say Jesus|Hear Us Say Jesus|Hear Us Say Jesus}"
"MB_18606+WDC_33567","1.0","1.0","{My Name Is Madness|My Name is Madness}"
"MB_57266+WDC_11561+WDC_42374","1.0","1.0","{Elysium|Elysium|Elysium}"
"MB_79560+WDC_25872+WDC_43384","1.0","1.0","{Feel for You|Feel For You|Feel For You}"
"MB_43687+MB_43690+spy_4350","0.6666666666666666","0.6666666666666666","{I Don't Dance|I Don't Dance|I Don't Dance (Deluxe Edition)}"
"MB_28225+spy_20066","1.0","1.0","{Agg Att Koka Kehar|Agg Att Koka Kehar}"
"MB_35370+WDC_31217","1.0","1.0","{The Best of Dianne Reeves|The Best Of Dianne Reeves}"
"MB_39761+WDC_10865+WDC_37948+WDC_7066","0.75","0.75","{Box Car Racer|Box Car Racer (Explicit)|Box Car Racer (Explicit)|Box Car Racer (Explicit)}"
"MB_17079+spy_19734","1.0","1.0","{Decretos reais, vol. 2|Decretos Reais, Vol. 2}"
"MB_29420+MB_29421+spy_3220","1.0","1.0","{Deux frères|Deux frères|Deux frères}"
"MB_51581+spy_10855","1.0","1.0","{20th Century Masters: The Millennium Collection: The Best of Sammy Davis, Jr.|20th Century Masters: The Millennium Collection: Best Of Sammy Davis Jr.}"
"MB_66423+WDC_98","1.0","1.0","{Layover|Layover}"
"MB_43026+WDC_29995","1.0","1.0","{You Were Never Alone|You Were Never Alone}"
"MB_29582+WDC_36490+WDC_8135","1.0","1.0","{The Songstress|The Songstress|The Songstress}"
"MB_1915+WDC_15797","1.0","1.0","{Memphis Rockabilly King|Memphis Rockabilly King}"
"MB_40333+spy_9462","1.0","1.0","{Providence|Providence}"
"MB_55478+spy_2531","1.0","1.0","{Renovatio|Renovatio}"
"MB_31493+WDC_18492","0.0","0.0","{Who Am I|Who Am I (Explicit)}"
"MB_6180+WDC_37369","1.0","1.0","{A Place Where There's No More Pain|A Place Where There's No More Pain}"
"MB_6350+spy_4028","1.0","1.0","{The Moment|The Moment}"
"MB_58988+spy_509","1.0","1.0","{Nostalgic|Nostalgic}"
"MB_7632+spy_18016","1.0","1.0","{Sepanjang Musim|Sepanjang Musim}"
"MB_52168+WDC_35321","1.0","1.0","{Sheltered Life|Sheltered Life}"
"MB_69698+spy_936","1.0","1.0","{All The Things She Said|All The Things She Said}"
"MB_63816+WDC_10723+WDC_28776+WDC_35493+WDC_459+WDC_5451","1.0","1.0","{Dreamt for Light Years in the Belly of a Mountain|Dreamt For Light Years In The Belly Of A Mountain|Dreamt For Light Years In The Belly Of A Mountain|Dreamt For Light Years In The Belly Of A Mountain|Dreamt For Light Years In The Belly Of A Mountain|Dreamt For Light Years In The Belly Of A Mountain}"
"MB_6824+WDC_40459","1.0","1.0","{At Dawn’s First Light|At Dawn's First Light}"
"MB_63030+WDC_15158","1.0","1.0","{BANG (acoustic versions)|BANG (Acoustic Versions)}"
"MB_68162+WDC_24302","1.0","1.0","{I'm Not Ready for the Grave Yet|I'm Not Ready For The Grave Yet}"
"MB_52549+spy_5291","1.0","1.0","{Socha Na Tha|Socha Na Tha}"
"MB_75843+MB_75844+spy_1245","1.0","1.0","{Dog Years|Dog Years|Dog Years}"
"MB_29465+WDC_12689+WDC_26692+WDC_2731+WDC_44126","1.0","1.0","{The Fox|The Fox|The Fox|The Fox|The Fox}"
"MB_48959+spy_176","1.0","1.0","{Twice as Tall|Twice As Tall}"
"MB_23915+MB_23919+spy_11591","1.0","1.0","{Music x Road|Music x Road|Music x Road}"
"MB_23911+MB_23917+MB_23918+spy_11587","1.0","1.0","{Edna|Edna|Edna|EDNA}"
"MB_39281+WDC_11043+WDC_20973+WDC_22433","0.5","0.5","{Push and Shove|Push And Shove (Deluxe)|Push And Shove (Deluxe)|Push And Shove}"
"MB_18194+WDC_44725","1.0","1.0","{Greatest Hits|Greatest Hits}"
"MB_62967+MB_62968+spy_17347","1.0","1.0","{OnklP & De Fjerne Slektningene|OnklP & De Fjerne Slektningene|OnklP & De Fjerne Slektningene}"
"MB_60795+MB_60797+MB_60798+MB_60799+WDC_36778+WDC_44103+spy_13032","0.8571428571428571","0.8571428571428571","{Fly Yellow Moon|Fly Yellow Moon|Fly Yellow Moon (bonus disc)|Fly Yellow Moon|Fly Yellow Moon|Fly Yellow Moon|Fly Yellow Moon}"
"MB_28223+spy_20065","1.0","1.0","{8 Parche|8 Parche}"
"MB_30389+spy_62","1.0","1.0","{Head or Heart|head or heart}"
"MB_48917+spy_18223","1.0","1.0","{Loser|Loser}"
"MB_10903+spy_18372","0.0","0.0","{Dandole|Dada}"
"MB_31313+WDC_27779","1.0","1.0","{Some Kind of Trip: Singles 1990–1994|Some Kind Of Trip: Singles 1990-1994}"
"MB_6961+WDC_24925+WDC_37330","1.0","1.0","{The Best of SheDaisy|The Best Of SHeDAISY|The Best Of SHeDAISY}"
"MB_34131+WDC_28106","1.0","1.0","{NTS Session 3|NTS Session 3}"
"MB_15207+MB_15212+spy_14839","1.0","1.0","{UNE MAIN LAVE L'AUTRE|UNE MAIN LAVE L'AUTRE|UNE MAIN LAVE L'AUTRE}"
"MB_15617+WDC_26237+WDC_31503","1.0","1.0","{David Blue|David Blue|David Blue}"
"MB_11821+WDC_8799","1.0","1.0","{This Is Your Way Out|This Is Your Way Out}"
"MB_11700+spy_11048","1.0","1.0","{Primera cita|Primera Cita}"
"MB_17914+WDC_34829","1.0","1.0","{Konvicted|Konvicted}"
"MB_44721+WDC_27901+WDC_37854","1.0","1.0","{Kix|Kix|Kix}"
"MB_26355+WDC_36411","1.0","1.0","{Keep Your Friends and Loves Close. Keep the City You Call Home Closer.|Keep Your Friends And Loves Close. Keep The City You Call Home Closer.}"
"MB_42418+WDC_1296","1.0","1.0","{Deltahead|Deltahead}"
"MB_27761+WDC_20518","1.0","1.0","{Run Home Slow|Run Home Slow}"
"MB_11022+WDC_18026","1.0","1.0","{Night on Tape|Night On Tape}"
"MB_13679+WDC_17545+WDC_22592+WDC_22904+WDC_23090","1.0","1.0","{Hot Fuss|Hot Fuss|Hot Fuss|Hot Fuss|Hot Fuss}"
"MB_12629+WDC_11473","0.0","0.0","{Vihan tiellä|Vihan Tiell√§}"
